index,test_name,result,duration_sec
001,"Kafka.Ksql.Linq.Tests.Integration.BarScheduleExplainTests.Explain_Daily_With_MarketSchedule_ShouldBeAccepted",Passed,45
002,"Kafka.Ksql.Linq.Tests.Integration.BarScheduleExplainTests.Explain_Weekly_With_MarketSchedule_ShouldBeAccepted",Passed,40
